1  -6150
2  -9550
3  -3850
4  -2750
5  -3850
6  -8250
8  -42350
9  -35650
10  -33750
11  -33150
13  -32750
17  -53850
18  -44650
19  -47550
20  -46850
21  -41850
24  -60850
25  -58050
26  -59450
27  -59250
28  -69950
29  -60750
102  -2950
103  -2550
104  -3450
105  -2650
106  -1250
108  -35950
109  -29450
110  -28150
111  -26950
113  -26250
117  -46850
118  -38650
119  -40050
120  -41950
121  -35050
124  -54150
125  -50950
126  -52550
127  -51650
128  -62750
129  -53850
136  -54350
138  -2750
203  -5150
204  -6550
205  -5550
206  -1550
208  -33050
209  -26550
210  -25050
211  -24050
213  -23550
217  -44150
218  -35750
219  -37750
220  -39250
221  -32750
224  -51850
225  -49350
226  -50150
227  -48850
228  -60150
229  -51350
236  -54650
238  -14150
304  -1250
305  -150
306  -4150
308  -38450
309  -32150
310  -30350
311  -29350
313  -28350
317  -49750
318  -41250
319  -42950
320  -44650
321  -38450
324  -57050
325  -54150
326  -55150
327  -54550
328  -65750
329  -56350
336  -2950
338  -16550
405  -550
406  -5050
408  -39850
409  -33350
410  -31350
411  -30250
413  -29650
417  -50550
418  -42150
419  -43650
420  -45550
421  -39350
424  -58050
425  -54950
426  -55750
427  -55350
428  -66250
429  -56450
436  -350
438  -95550
506  -3850
508  -38550
509  -31950
510  -30250
511  -29150
513  -28550
517  -49350
518  -40950
519  -43350
520  -44550
521  -37850
524  -56550
525  -53750
526  -55150
527  -53950
528  -65650
529  -55950
536  -26550
538  -5750
608  -34550
609  -28250
610  -26950
611  -25750
613  -24550
617  -45750
618  -37350
619  -39150
620  -40750
621  -33950
624  -53350
625  -50550
626  -51950
627  -50950
628  -61750
629  -52550
636  -46750
638  -96550
809  -6150
810  -7950
811  -9050
813  -9750
817  -11150
818  -2850
819  -4550
820  -6350
821  -250
824  -18750
825  -15550
826  -15550
827  -15350
828  -26750
829  -16650
836  -27550
838  -41150
910  -1650
911  -2850
913  -3450
917  -16950
918  -9350
919  -10950
920  -12750
921  -6350
924  -24750
925  -21450
926  -22550
927  -22350
928  -33750
929  -23450
936  -23550
938  -28150
1011  -1050
1013  -550
1017  -18350
1018  -10350
1019  -12250
1020  -14050
1021  -7850
1024  -26350
1025  -23650
1026  -24550
1027  -23650
1028  -35150
1029  -25850
1036  -19750
1038  -31150
1113  -850
1117  -20350
1118  -11750
1119  -13550
1120  -15150
1121  -8950
1124  -27550
1125  -24550
1126  -25550
1127  -25150
1128  -36150
1129  -27150
1136  -4350
1138  -29650
1317  -19750
1318  -11250
1319  -13950
1320  -15650
1321  -9450
1324  -27050
1325  -24150
1326  -25450
1327  -25150
1328  -36550
1329  -26550
1336  -73750
1338  -12750
1718  -8650
1719  -6550
1720  -5550
1721  -10650
1724  -7150
1725  -4350
1726  -5550
1727  -5350
1728  -16550
1729  -6650
1736  -13750
1738  -32050
1819  -2350
1820  -3750
1821  -3350
1824  -15750
1825  -12950
1826  -13750
1827  -12850
1828  -24750
1829  -15150
1836  -37650
1838  -7650
1920  -950
1921  -4950
1924  -14250
1925  -11150
1926  -11350
1927  -11050
1928  -22650
1929  -12750
1936  -1450
1938  -1050
2021  -6050
2024  -12350
2025  -9350
2026  -10350
2027  -9550
2028  -21150
2029  -11750
2036  -8250
2038  -150
2124  -18450
2125  -15350
2126  -16350
2127  -15950
2128  -27550
2129  -17250
2136  -32050
2138  -5350
2425  -2750
2426  -2350
2427  -1850
2428  -8350
2429  -450
2436  -32550
2438  -7350
2526  -1050
2527  -350
2528  -12350
2529  -2350
2536  -2650
2538  -21650
2627  -50
2628  -11050
2629  -1050
2636  -12650
2638  -15750
2728  -11450
2729  -1450
2736  -41250
2738  -24750
2829  -9850
2836  -58350
2838  -54750
2936  -49950
2938  -18950
3638  -53650
50  -13650
151  -12050
252  -12950
353  -22250
454  -16250
555  -3550
858  -450
959  -16550
1060  -19150
1161  -5950
1363  -29050
1767  -5950
1868  -8650
1969  -13550
2070  -13450
2171  -16450
2474  -14050
2575  -3750
2676  -13450
2777  -19350
2878  -1150
2979  -15950
