0  -442633
1  -441916
2  -442746
3  -441385
4  -442515
5  -442338
6  -444884
7  -442440
8  -442630
9  -442406
10  -442645
11  -442477
12  -443353
13  -443087
14  -442540
15  -443085
101  -472859
102  -472970
103  -472670
104  -473067
105  -472565
106  -472346
107  -472472
108  -473014
109  -472813
110  -472878
111  -473314
112  -473789
114  -473962
115  -473794
200  -381020
201  -381989
202  -382631
203  -381027
204  -396533
205  -397950
206  -365149
207  -380743
208  -380799
209  -376905
210  -381132
211  -380313
212  -381160
213  -381208
214  -381362
300  -351390
301  -352315
302  -353657
303  -352006
304  -352504
305  -352425
306  -352405
307  -351864
308  -352079
309  -351797
310  -351675
311  -353114
312  -352002
313  -352042
314  -351571
400  -477990
401  -478493
402  -477640
403  -477588
404  -479224
405  -474958
406  -478466
407  -477077
408  -475617
409  -477769
410  -477534
411  -475401
412  -477695
413  -477263
414  -479087
501  -5344.11
502  -11421
503  -4088.35
504  -1692.71
505  21519.6
506 -8920.97
507 -10216.5
508 -6369.61
509 -1103.58
512 -3945.68
513 -8881.1
515 -15682
516 -22357.9
517 -24618.3
518 -16447.1
519 -19118
520 -17277.7
521 -15279
522 -14463.5
525  -702950
526  -706750
527  -706650
528  -675250
600 43050
601 40250
602 49050
603 37150
604 46050
605 47450
606 49050
607 52050
608 46877.4
609 46377.1
611 42250
612 52774.9
613 45750
614 54750
615 39672.8
616 37050
617 -1055.34
618 49250
619 53572.4
620 54865.6
621 51057.4
622 49357.4
623 45417.9
624 40450
