#daq_ch	domain	det_def	clover	Time_Offset	theta	phi	threshold	cs_dom	enable	nb_par_cal	cal_pars1	cal_pars2	
800	500	3	A1(LaBr)	0	37	0	25	600	1	3	3.8522	1.50226	-9.39E-06
801	501	3	A2(LaBr)	0	37	72	20	601	1	3	-12.3224	1.62785	-7.44E-06
802	502	3	A3(LaBr)	0	37	144	10	602	1	3	-8.15618	1.54886	-1.14E-05
803	503	3	A4(LaBr)	0	37	216	22	603	1	3	33.0234	1.02113	1.66E-05
804	504	3	A5(LaBr)	0	37	288	15	604	1	3	23.2572	1.06006	6.54E-06
805	505	3	B1(LaBr)	0	70	36	15	605	1	3	27.0887	1.5091	-6.83E-06
806	506	3	B2(LaBr)	0	70	108	15	606	1	3	-23.1973	1.52362	-1.37E-05
807	507	3	B3(LaBr)	0	70	180	18	607	1	3	30.9795	1.24007	1.70E-05
808	508	3	B4(LaBr)	0	70	252	10	608	1	3	35.9944	0.991097	1.32E-05
809	509	3	B5(LaBr)	0	70	324	10	609	1	3	16.0158	1.16397	9.92E-06
810	510	3	C1(LaBr)	0	90	0	12	610	1	2	0	1	
#811	511	3	C2(LaBr)	0	90	0	14	611	1	2	0	1	
812	512	3	C3(LaBr)	0	90	216	17	612	1	3	3.89647	1.42673	-8.80E-06
813	513	3	C4(LaBr)	0	90	144	16	613	1	3	91.9771	1.41127	-2.83E-06
#814	514	3	C5(LaBr)	0	90	0	20	614	1	2	0	1	
900	515	3	-B1(LaBr)	0	110	36	14	615	1	3	-12.3214	1.01663	-2.60E-07
901	516	3	-B2(LaBr)	0	110	108	12	616	1	3	-24.7162	1.43283	-5.96E-06
902	517	3	-B3(LaBr)	0	110	180	20	617	1	3	-50.2699	1.51145	-1.06E-05
903	518	3	-B4(LaBr)	0	110	252	20	618	1	3	-19.4134	1.58887	-9.39E-06
904	519	3	-B5(LaBr)	0	110	324	16	619	1	3	38.052	1.063	1.21E-05
905	520	3	-A1(LaBr)	0	143	0	19	620	1	3	4.23346	1.47295	-6.33E-06
906	521	3	-A2(LaBr)	0	143	288	14	621	1	3	7.10756	1.22307	1.99E-06
907	522	3	-A3(LaBr)	0	143	216	15	622	1	3	-30.115	1.55934	-8.17E-06
#908	523	3	-A4(LaBr)	0	90	0	15	623	1	2	0	1	
#909	524	3	-A5(LaBr)	0	90	0	15	624	1	2	0	1	
508	525	1	C2(HPGe)	0	90	288	15	525	1	2	4.43541	1.56334	
510	526	1	C5(HPGe)	0	90	72	15	526	1	2	0.752474	1.2543	
512	527	1	-A4(HPGe)	0	143	144	11	527	1	2	12.7182	5.01977	
514	528	1	-A5(HPGe)	0	143	72	10	528	1	2	8.49136	3.30935	
#													
#													
0	0	7	E-S	0	90	0	15	112	1	2	0	2.996436433	
1	1	7	E-S	0	90	0	15	113	1	2	0	3.058432471
2	2	7	E-S	0	90	0	15	110	1	2	0	3.043376277	
3	3	7	E-S	0	90	0	15	111	1	2	0	3.019021307	
4	4	7	E-S	0	90	0	15	108	1	2	0	3.090421202	
5	5	7	E-S	0	90	0	15	109	1	2	0	3.056098034	
6	6	7	E-S	0	90	0	15	107	1	2	0	2.978603456	
7	7	7	E-S	0	90	0	15	106	1	2	0	3.099157936	
8	8	7	E-S	0	90	0	15	104	1	2	0	3.034941803	
9	9	7	E-S	0	90	0	15	105	1	2	0	3.088447099	
10	10	7	E-S	0	90	0	15	102	1	2	0	3.099008015	
11	11	7	E-S	0	90	0	15	103	1	2	0	3.056653963	
12	12	7	E-S	0	90	0	15	100	1	2	0	1	
13	13	7	E-S	0	90	0	15	101	1	2	0	1	
14	14	7	E-S	0	90	0	15	115	1	2	0	3.038576583	
15	15	7	E-S	0	90	0	15	114	1	2	0	3.028064993	
100	100	17	deE-S	0	90	0	15	100	1	2	0	1	
101	101	17	deE-S	0	90	0	15	101	1	2	0	1	
102	102	17	deE-S	0	90	0	15	102	1	2	0	1	
103	103	17	deE-S	0	90	0	15	103	1	2	0	1	
104	104	17	deE-S	0	90	0	15	104	1	2	0	1	
105	105	17	deE-S	0	90	0	15	105	1	2	0	1	
106	106	17	deE-S	0	90	0	15	106	1	2	0	1	
107	107	17	deE-S	0	90	0	15	107	1	2	0	1	
108	108	17	deE-S	0	90	0	15	108	1	2	0	1	
109	109	17	deE-S	0	90	0	15	109	1	2	0	1	
110	110	17	deE-S	0	90	0	15	110	1	2	0	1	
111	111	17	deE-S	0	90	0	15	111	1	2	0	1	
112	112	17	deE-S	0	90	0	15	112	1	2	0	1	
113	113	17	deE-S	0	90	0	15	113	1	2	0	1	
114	114	17	deE-S	0	90	0	15	114	1	2	0	1	
115	115	17	deE-S	0	90	0	15	115	1	2	0	1	
#													
#	0												
200	200	17	dE-i	0	126.72	0	15	0	19242.7	2	0	4.64045976066851
201	201	17	dE-i	0	127.41	0	15	0	19236.2	2	0	4.58549108130837	
202	202	17	dE-i	0	128.11	0	15	0	19229.5	2	0	4.30606907746415
203	203	17	dE-i	0	128.84	0	15	0	19222.7	2	0	4.28717814052925	
204	204	17	dE-i	0	129.59	0	15	0	19215.8	2	0	4.32149335830066	
205	205	17	dE-i	0	130.37	0	15	0	19208.6	2	0	4.35588674694458	
206	206	17	dE-i	0	131.17	0	15	0	19201.4	2	0	4.34439779705239	
207	207	17	dE-i	0	132	0	15	0	19194	2	0	4.1587498258542	
208	208	17	dE-i	0	132.86	0	15	0	19186.5	2	0	4.19634896338921	
209	209	17	dE-i	0	133.75	0	15	0	19178.8	2	0	4.15348586282155	
210	210	17	dE-i	0	134.66	0	15	0	19171	2	0	3.96335385430211	
211	211	17	dE-i	0	135.61	0	15	0	19163	2	0	4.04265635567964	
212	212	17	dE-i	0	136.58	0	15	0	19155	2	0	3.95985379001391	
213	213	17	dE-i	0	137.59	0	15	0	19146.8	2	0	4.01867107034106	
214	214	17	dE-i	0	138.64	0	15	0	19138.5	2	0	3.83496388716629
#	0	0											
#	0												
300	300	17	dE-M	0	118.61	0	15	0	19324.5	2	0	5.13159607956272	
301	301	17	dE-M	0	119.05	0	15	0	19319.8	2	0	5.05407606129216	
302	302	17	dE-M	0	119.5	0	15	0	19315.2	2	0	4.91062659595364	
303	303	17	dE-M	0	119.96	0	15	0	19310.3	2	0	5.00523986047894	
304	304	17	dE-M	0	120.43	0	15	0	19305.4	2	0	4.82548139982341	
305	305	17	dE-M	0	120.92	0	15	0	19300.3	2	0	4.85082792326209	
306	306	17	dE-M	0	121.43	0	15	0	19295.2	2	0	4.74677804666974	
307	307	17	dE-M	0	121.95	0	15	0	19289.9	2	0	4.82371889196261	
308	308	17	dE-M	0	122.48	0	15	0	19284.4	2	0	4.73376252780252	
309	309	17	dE-M	0	123.04	0	15	0	19278.9	2	0	4.7631128825017	
310	310	17	dE-M	0	123.6	0	15	0	19273.2	2	0	4.58019744436713	
311	311	17	dE-M	0	124.19	0	15	0	19267.4	2	0	4.51308125949683	
312	312	17	dE-M	0	124.79	0	15	0	19261.4	2	0	4.45976949807468	
313	313	17	dE-M	0	125.42	0	15	0	19255.3	2	0	4.60537434510732	
314	314	17	dE-M	0	126.06	0	15	0	19249.1	2	0	4.52946263334169	
#	0	0											
#	0												
400	400	17	dE-O	0	113.26	0	15	0	19382.3	2	0	1	
401	401	17	dE-O	0	113.56	0	15	0	19379	2	0	1	
402	402	17	dE-O	0	113.86	0	15	0	19375.6	2	0	1	
403	403	17	dE-O	0	114.17	0	15	0	19372.2	2	0	1	
404	404	17	dE-O	0	114.49	0	15	0	19368.7	2	0	1	
405	405	17	dE-O	0	114.82	0	15	0	19365.1	2	0	1	
406	406	17	dE-O	0	115.16	0	15	0	19361.4	2	0	1	
407	407	17	dE-O	0	115.5	0	15	0	19357.7	2	0	1	
408	408	17	dE-O	0	115.85	0	15	0	19353.3	2	0	1	
