0  166500
1  175500
2  176500
3  170500
4  171500
5  171500
6  174500
8  209500
9  203500
10  202500
17  219500
18  210500
19  215500
20  217500
21  210500
24  226500
25  223500
26  227500
27  226500
28  236500
29  228500
35  61500
36  92500
37  240500
38  50500
50  181500
51  181500
52  188500
53  193500
54  187500
55  178500
56  178500
58  216500
59  219500
60  220500
61  207500
62  215500
63  224500
66  229500
67  228500
68  221500
69  227500
70  225500
71  224500
74  240500
75  231500
76  238500
77  242500
78  239500
79  242500
