0  76381.3
1  84634.8
2  86292.2
3  80781.3
4  80828.1
5  81672.6
6  53523.5
8  119257
9  113316
10  112604
17  129583
18  120189
19  125419
20  127295
21  120560
24  136445
25  132831
26  137379
27  136831
28  146202
29  138357
35  6714.97
36  1362.79
37  3500
38  5690.72
50  93185.2
51  94148.3
52  102163
53  106098
54  100165
55  90308.8
56  89873.4
58  127946
59  132453
60  133174
61  117747
62  128103
63  139537
66  142245
67  139593
68  135755
69  140571
70  139464
71  136168
74  151546
75  142923
76  150141
77  154032
78  151727
79  154067
