501  -11450
502  -23350
503  -7950
504  -3450
505  43450
506  -19150
507  -19950
508  -12550
509  -2950
512  7750
513  -3650
515  -31950
516  -44650
517  -51250
518  -32550
519  -38950
520  -35350
521  -31150
522  -28650
525  -94350
527  -87450
528  -52850
600  -47850
601  -63850
602  -47850
603  -71850
604  -59850
605  -55850
606  -51850
607  -39850
608  -63850
609  -51850
611  -63650
612  -43850
613  -63850
614  -39850
615  -71850
616  -75650
617  -99850
618  -51850
619  -35850
620  -35850
621  -47650
622  -51850
623  -63850
624  -67850
