0 -104050
1 -104234
2 -105250
3 -103353
4 -104774
5 -105550
6 -105950
7 -104550
8 -104992
9 -104864
10 -105150
11 -104350
12 -105444
13 -105589
14 -104350
15 -105853
100 -25250
101 -24601.4
102 -195050
103 -33150
104 -33450
105 -18050
106 -22955
107 -20810.7
108 -26650
109 -27250
110 -27450
111 -22750
112 -25859.7
113 -26250
114 -22050
115 -22459
200 -94832.4
201 -94950
202 -96313.4
203 -91650
204 -91569.7
205 -90750
206 -90150
207 -92250
208 -90450
209 -90237.2
210 -89350
211 -85293.4
212 -86056.1
213 -41150
214 -40249
300 -175550
301 -180786
302 -176850
303 -175650
304 -177050
305 -173350
306 -171750
307 -170737
308 -169753
309 -169450
310 -169451
311 -170955
312 -173550
313 -167350
314 -166371
400 -118950
401 -143948
402 -114050
403 -140350
404 -143150
405 -142626
406 -143006
407 -118414
408 -140050
409 -139133
410 -143250
411 -139280
412 -135297
413 -120050
414 -123935
500 -158278
501 -163450
502 -169150
503 -162650
504 -159650
505 -136082
506 -166576
507 -167771
508 -164144
509 -158604
512 -152750
513 -157950
515 -172450
516 -178950
517 -181346
518 -172950
519 -175650
520 -172931
521 -170712
522 -170098
600 -14950
601 -18950
602 -14950
603 -24564.3
604 -18950
605 -14950
606 -14793.5
607 -12145.9
608 -20950
609 -16950
611 -19750
612 -12550
613 -18950
614 -12950
615 -25050
616 -25745.8
617 -40833.1
618 -13950
619 -12682.6
620 -7460.4
621 -11950
622 -14050
623 -17647.8
624 -22004.8
