500 -156527
501 -161989
502 -168260
503 -161050
504 -158332
505 -134348
506 -164950
507 -166350
508 -162950
509 -156972
512 -151684
513 -156948
515 -171163
516 -177926
517 -180023
518 -171661
519 -174439
520 -171779
521 -169573
522 -168980
600 -16150
601 -19050
602 -17050
603 -25750
604 -19250
605 -15050
606 -15890.2
607 -13389.2
608 -21050
609 -19150
611 -21688.1
612 -13750
613 -19050
614 -13050
615 -27050
616 -27050
617 -41723.1
618 -16050
619 -13150
620 -7650
621 -13259.2
622 -14150
623 -18092.9
624 -22611.2
