0  78050
1  76750
2  77944
3  79806.5
4  77536.6
5  77450
6  75050
7  77859.9
8  77350
9  78350
10  78042.9
11  78250
12  77451.7
13  78150
14  77950
15  77950
100  -45150
101  -42587.1
102  1150
103  -50030.5
104  8611.03
105  -45750
106  -42414.8
107  -37850
108  -40450
109  -44650.9
110  5950
111  6829.01
112  1150
113  2750
114  -40250
115  -40150
200  86250
201  92550
202  85450
203  88850
204  90939.7
205  91889.3
206  92029.7
207  32392.5
208  90850.5
209  93150
210  92526.9
211  96894
212  17150
213  144707
214  22923.6
300  5668.6
301  1050
302  5020.99
303  5450
304  5250
305  7450
306  7450
307  6750
308  9450
309  11550
310  11383.8
311  12250
312  7750
313  15380.6
314  14772.7
400  34006.2
401  37150
402  31750
403  36676
404  36054.8
405  36150
406  36550
407  38550
408  38050
409  38950
410  36850
411  35631.7
412  36350
413  36686.6
414  36950
500  21943.3
501  17232.7
502  11221.8
503  17828.3
504  20495.5
505  42369.5
506  11261.2
507  12941.7
508  16943.7
509  22305.4
512  27735.4
513  22275.3
515  8539.8
516  2280.32
517  1135.88
518  6932.55
519  5360.27
520  8252.63
521  10211.3
522  11005.9
525  22393.7
526  18446.6
527  5814.62
528  -75050
600  -34240.5
601  -37513.1
602  -33790.4
603  -43739.9
604  -37468.8
605  -35802.2
606  -34045.5
607  -31888.1
608  -42515
609  -37025.3
611  -39265
612  -33983.6
613  -35101.1
614  -32826
615  -44103.4
616  -44372.1
617  -55165.5
618  -37282.1
619  -27350
620  -30017.1
621  -34574.4
622  -36611.7
623  -40510
624  -44228.9
