#daq_ch	domain	det_def	clover	Time_Offset	theta	phi	threshold	cs_dom	enable	nb_par_cal	cal_pars1	cal_pars2
800	500	3	A1(LaBr)	0	90	0	25	600	1	2	6.64761     3.26129    
801	501	3	A2(LaBr)	0	90	0	20	601	1	2	1.27779     3.53575    
802	502	3	A3(LaBr)	0	90	0	10	602	1	2	0.270785     3.06599   
803	503	3	A4(LaBr)	0	90	0	22	603	1	2	-2.22522     2.44925   
804	504	3	A5(LaBr)	0	90	0	15	604	1	2	1.99242     2.44553    
805	505	3	B1(LaBr)	0	90	0	15	605	1	2	-2.03887     3.54907   
806	506	3	B2(LaBr)	0	90	0	15	606	1	2	-0.943054     3.24726  
807	507	3	B3(LaBr)	0	90	0	18	607	1	2	-3.20156     2.48073   
808	508	3	B4(LaBr)	0	90	0	10	608	1	2	10.3012     2.39055    
809	509	3	B5(LaBr)	0	90	0	10	609	1	2	-3.40383     2.59325   
810	510	3	C1(LaBr)	0	90	0	12	610	1	2	 0		  1
#811	511	3	C2(LaBr)	0	90	0	14	611	1	2	 0		  1
812	512	3	C3(LaBr)	0	90	0	17	612	1	2	 -2.35     3.25882     
813	513	3	C4(LaBr)	0	90	0	16	613	1	2	 -10.1785     3.68829  
#814	514	3	C5(LaBr)	0	90	0	20	614	1	2	 0		1	   
815	777	77	RF		0	00	0	20	0	1	2	 0		1	   
900	515	3	-B1(LaBr)	0	90	0	14	615	1	2	 -6.10464     2.52549  
901	516	3	-B2(LaBr)	0	90	0	12	616	1	2	 -8.60617     3.29619  
902	517	3	-B3(LaBr)	0	90	0	20	617	1	2	 -41.7339     3.50587  
903	518	3	-B4(LaBr)	0	90	0	20	618	1	2	 -2.64494     3.4221   
904	519	3	-B5(LaBr)	0	90	0	16	619	1	2	 -0.395357     2.56626 
905	520	3	-A1(LaBr)	0	90	0	19	620	1	2	 -0.0331787	3.19618
906	521	3	-A2(LaBr)	0	90	0	14	621	1	2	 -10.333     2.7465    
907	522	3	-A3(LaBr)	0	90	0	15	622	1	2	 -7.41949     3.39685  
#908	523	3	-A4(LaBr)	0	90	0	15	623	1	2	 0		   1
#909	524	3	-A5(LaBr)	0	90	0	15	624	1	2	 0		  1
915	530	3	D2(pulse)	0	90	0	20	614	1	2	 0		1	   
512	525	1	C2(HPGe)	0	90	0	15	525	1	2	 3.13427     3.04384   
513	526	1	C5(HPGe)	0	90	0	15	526	1	2	 4.08513     2.42089   
514	527	1	-A4(HPGe)	0	90	0	11	527	1	2	 4.93253     3.30693   
515	528	1	-A5(HPGe)	0	90	0	10	528	1	2	 -22.449     5.19403   
0	0	7	E-S	0	90	0	15	0	1	2	0	1
1	1	7	E-S	0	90	0	15	0	1	2	0	1
2	2	7	E-S	0	90	0	15	0	1	2	0	1
3	3	7	E-S	0	90	0	15	0	1	2	0	1
4	4	7	E-S	0	90	0	15	0	1	2	0	1
5	5	7	E-S	0	90	0	15	0	1	2	0	1
6	6	7	E-S	0	90	0	15	0	1	2	0	1
7	7	7	E-S	0	90	0	15	0	1	2	0	1
8	8	7	E-S	0	90	0	15	0	1	2	0	1
9	9	7	E-S	0	90	0	15	0	1	2	0	1
10	10	7	E-S	0	90	0	15	0	1	2	0	1
11	11	7	E-S	0	90	0	15	0	1	2	0	1
12	12	7	E-S	0	90	0	15	0	1	2	0	1
13	13	7	E-S	0	90	0	15	0	1	2	0	1
14	14	7	E-S	0	90	0	15	0	1	2	0	1
15	15	7	E-S	0	90	0	15	0	1	2	0	1
100	100	7	deE-S	0	90	0	15	0	1	2	0	1
101	101	7	deE-S	0	90	0	15	0	1	2	0	1
102	102	7	deE-S	0	90	0	15	0	1	2	0	1
103	103	7	deE-S	0	90	0	15	0	1	2	0	1
104	104	7	deE-S	0	90	0	15	0	1	2	0	1
105	105	7	deE-S	0	90	0	15	0	1	2	0	1
106	106	7	deE-S	0	90	0	15	0	1	2	0	1
107	107	7	deE-S	0	90	0	15	0	1	2	0	1
108	108	7	deE-S	0	90	0	15	0	1	2	0	1
109	109	7	deE-S	0	90	0	15	0	1	2	0	1
110	110	7	deE-S	0	90	0	15	0	1	2	0	1
111	111	7	deE-S	0	90	0	15	0	1	2	0	1
112	112	7	deE-S	0	90	0	15	0	1	2	0	1
113	200	7	dE-i	0	90	0	15	0	1	2	0	1
114	201	7	dE-i	0	90	0	15	0	1	2	0	1
115	202	7	dE-i	0	90	0	15	0	1	2	0	1
200	203	7	dE-i	0	90	0	15	0	1	2	0	1
201	204	7	dE-i	0	90	0	15	0	1	2	0	1
202	205	7	dE-i	0	90	0	15	0	1	2	0	1
203	206	7	dE-i	0	90	0	15	0	1	2	0	1
204	207	7	dE-i	0	90	0	15	0	1	2	0	1
205	208	7	dE-i	0	90	0	15	0	1	2	0	1
206	209	7	dE-i	0	90	0	15	0	1	2	0	1
207	210	7	dE-i	0	90	0	15	0	1	2	0	1
208	211	7	dE-i	0	90	0	15	0	1	2	0	1
209	212	7	dE-i	0	90	0	15	0	1	2	0	1
210	213	7	dE-i	0	90	0	15	0	1	2	0	1
211	214	7	dE-i	0	90	0	15	0	1	2	0	1
212	215	7	nothing	0	90	0	15	0	1	2	0	1
213	300	7	dE-M	0	90	0	15	0	1	2	0	1
214	301	7	dE-M	0	90	0	15	0	1	2	0	1
