0  75550
1  75277.5
2  74150
3  76644.9
4  74150
5  74271.3
6  72928.2
7  75456.2
8  74659.7
9  73150
10  76450
11  74714.5
12  73950
13  74121.6
14  74650
15  74433.5
100  47250
101  46433.6
102  37150
103  45650
104  45950
105  47750
106  48150
107  49150
108  45662.5
109  46309.8
110  47250
111  46558.2
112  46150
113  45450
114  45750
115  44250
#
200  84384.7
201  85750
202  83044.4
203  87287.7
204  87260.9
205  88108.7
206  89367.6
207  75150
208  90150
209  89073.6
210  89592.9
211  93935.6
212  84250
213  64749.8
214  85377.2
300  11550
301  1050
302  6432.9
303  7495.56
304  8150
305  9850
306  111014
307  11550
308  11906.5
309  12926.4
310  11550
311  10550
312  12750
313  14950
314  16450.8
400  35430.5
401  35950
402  58550
403  44550
404  36234.8
405  35850
406  55918.7
407  58250
408  35450
409  39150
410  37150
411  42150
412  54650
413  58750
414  44050
#
500  22950
501  15913.5
502  10269
503  17433.1
504  19550
505  45450
506  13250
507  14050
508  15764.3
509  21778.9
512  27750
513  20550
515  7350
516  1950.66
517  477.237
518  7767.04
519  4788.53
520  7650.81
521  9853.64
522  11450
525  -89049.8
526  -49849.8
527  -95949.8
528  -94850.7
600  -35750
601  -45150
602  -37950
603  -46950
604  -40350
605  -53450
606  -36650
607  -32850
608  -43150.8
609  -32950
611  -34050
612  -40250
613  -41050
614  -31571.6
615  -46159.5
616  -53050
617  -59150
618  -38750
619  -35650
620  -29550
621  -31750
622  -35011.2
623  -37750
624  -39050
