0 -77950
1 -78295.3
2 -78776.5
3 -77572.8
4 -78349.3
5 -62476.7
6 -80217.4
7 -78317.5
8 -78850
9 -77550
10-77750
11-78531.6
12-79209.6
13-79167.8
14-79150
15-79277.6
100 -164750
101 -165050
102 -166650
103 -163157
104 -173050
105 -167955
106 -172050
107 -170650
108 -170136
109 -165799
110 -164850
111 -164364
112 -165150
113 -166050
114 -166350
115 -166350
200 -73024.8
201 -74050
202 -73950
203 -73666.7
204 -74170.4
205 -73128
206 -75150
207 -72950
208 -73950
209 -74050
210 -74350
211 -73750
212 -74450
213 -71673.5
214 -75629.7
300 -151450
301 -149581
302 -150150
303 -145150
304 -150650
305 -147950
306 -151050
307 -147477
308 -138050
309 -148119
310 -148923
311 -148745
312 -153050
313 -152150
314 -150250
400 -72250
401 -72497.9
402 -73343.1
403 -73050
404 -75650
405 -72206.1
406 -73650
407 -71750
408 -72550
409 -73550
410 -74350
411 -73150
412 -71979.3
413 -73150
500 -156527
501 -161989
502 -168260
503 -161050
504 -158332
505 -134348
506 -164950
507 -166350
508 -162950
509 -156972
512 -151684
513 -156948
515 -171163
516 -177926
517 -180023
518 -171661
519 -174439
520 -171779
521 -169573
522 -168980
600 -16150
601 -19050
602 -17050
603 -25750
604 -19250
605 -15050
606 -15890.2
607 -13389.2
608 -21050
609 -19150
611 -21688.1
612 -13750
613 -19050
614 -13050
615 -27050
616 -27050
617 -41723.1
618 -16050
619 -13150
620 -7650
621 -13259.2
622 -14150
623 -18092.9
624 -22611.2
