501  11787
502  24870.9
503  6865.2
504  4812.79
505  44767.4
506  15319.5
507  19018.7
508  14271
509  4860.36
512  5875.51
513  4872.08
515  33713.4
516  47855.6
517  50957.2
518  35231.9
519  35398.7
520  35083.2
521  30565.2
522  29146.8
525  475000
527  185000
528  15000
600  65000
601  69806.3
602  55366.4
603  76023.6
604  69492.7
605  63798.1
606  57908.3
607  46662.4
608  68683.2
609  63784.9
611  66324.6
612  49736.7
613  63933.4
614  49440.5
615  80015.3
616  79451.4
617  123489
618  56798.8
619  44126.8
620  44297.4
621  51856.3
622  55269.2
623  67313.9
624  71799.6
