#daq_ch	domain	det_def	CloverName	TimeOffset	Theta	Phi	Threshold	cs_dom	nothing	cal_pars	par1	par2
413	113	7	Si	0	0	0	19	37	1	2	0	1
414	114	7	Si	0	0	0	15	14	1	2	0	1
415	115	7	Si	0	0	0	15	15	1	2	0	1
#												
500	116	7	Si	0	0	0	15	15	1	2	0	1
501	117	7	Si	0	0	0	15	15	1	2	0	1
502	118	7	Si	0	0	0	15	15	1	2	0	1
503	119	7	Si	0	0	0	15	15	1	2	0	1
504	120	7	Si	0	0	0	15	15	1	2	0	1
505	121	7	Si	0	0	0	15	15	1	2	0	1
506	122	7	Si	0	0	0	15	15	1	2	0	1
507	123	7	Si	0	0	0	15	15	1	2	0	1
508	124	7	Si	0	0	0	15	15	1	2	0	1
509	125	7	Si	0	0	0	15	15	1	2	0	1
510	126	7	Si	0	0	0	15	15	1	2	0	1
511	127	7	Si	0	0	0	15	15	1	2	0	1
512	128	7	Si	0	0	0	15	15	1	2	0	1
513	129	7	Si	0	0	0	15	15	1	2	0	1
514	130	7	Si	0	0	0	15	15	1	2	0	1
515	131	7	Si	0	0	0	15	15	1	2	0	1
#												
600	132	7	Si	0	0	0	15	15	1	2	0	1
601	133	7	Si	0	0	0	15	15	1	2	0	1
602	134	7	Si	0	0	0	15	15	1	2	0	1
603	135	7	Si	0	0	0	15	15	1	2	0	1
604	136	7	Si	0	0	0	15	15	1	2	0	1
605	137	7	Si	0	0	0	15	15	1	2	0	1
606	138	7	Si	0	0	0	15	15	1	2	0	1
607	139	7	Si	0	0	0	15	15	1	2	0	1
608	140	7	Si	0	0	0	15	15	1	2	0	1
609	141	7	Si	0	0	0	15	15	1	2	0	1
610	142	7	Si	0	0	0	15	15	1	2	0	1
611	143	7	Si	0	0	0	15	15	1	2	0	1
612	144	7	Si	0	0	0	15	15	1	2	0	1
613	145	7	Si	0	0	0	15	15	1	2	0	1
614	146	7	Si	0	0	0	15	15	1	2	0	1
615	147	7	Si	0	0	0	15	15	1	2	0	1
#												
700	148	7	Si	0	0	0	15	15	1	2	0	1
701	149	7	Si	0	0	0	15	15	1	2	0	1
702	150	7	Si	0	0	0	15	15	1	2	0	1
703	151	7	Si	0	0	0	15	15	1	2	0	1
704	152	7	Si	0	0	0	15	15	1	2	0	1
705	153	7	Si	0	0	0	15	15	1	2	0	1
706	154	7	Si	0	0	0	15	15	1	2	0	1
707	155	7	Si	0	0	0	15	15	1	2	0	1
708	156	7	Si	0	0	0	15	15	1	2	0	1
709	157	7	Si	0	0	0	15	15	1	2	0	1
710	158	7	Si	0	0	0	15	15	1	2	0	1
711	159	7	Si	0	0	0	15	15	1	2	0	1
712	160	7	Si	0	0	0	15	15	1	2	0	1
713	161	7	Si	0	0	0	15	15	1	2	0	1
714	162	7	Si	0	0	0	15	15	1	2	0	1
715	163	7	Si	0	0	0	15	15	1	2	0	1
#												
800	164	7	Si	0	0	0	15	15	1	2	0	1
801	165	7	Si	0	0	0	15	15	1	2	0	1
802	166	7	Si	0	0	0	15	15	1	2	0	1
803	167	7	Si	0	0	0	15	15	1	2	0	1
804	168	7	Si	0	0	0	15	15	1	2	0	1
805	169	7	Si	0	0	0	15	15	1	2	0	1
806	170	7	Si	0	0	0	15	15	1	2	0	1
807	171	7	Si	0	0	0	15	15	1	2	0	1
808	172	7	Si	0	0	0	15	15	1	2	0	1
809	173	7	Si	0	0	0	15	15	1	2	0	1
810	174	7	Si	0	0	0	15	15	1	2	0	1
811	175	7	Si	0	0	0	15	15	1	2	0	1
812	176	7	Si	0	0	0	15	15	1	2	0	1
813	177	7	Si	0	0	0	15	15	1	2	0	1
814	178	7	Si	0	0	0	15	15	1	2	0	1
815	179	7	Si	0	0	0	15	15	1	2	0	1
#												
900	180	7	Si	0	0	0	15	15	1	2	0	1
901	181	7	Si	0	0	0	15	15	1	2	0	1
902	182	7	Si	0	0	0	15	15	1	2	0	1
903	183	7	Si	0	0	0	15	15	1	2	0	1
904	184	7	Si	0	0	0	15	15	1	2	0	1
905	185	7	Si	0	0	0	15	15	1	2	0	1
906	186	7	Si	0	0	0	15	15	1	2	0	1
907	187	7	Si	0	0	0	15	15	1	2	0	1
908	188	7	Si	0	0	0	15	15	1	2	0	1
909	189	7	Si	0	0	0	15	15	1	2	0	1
910	190	7	Si	0	0	0	15	15	1	2	0	1
911	191	7	Si	0	0	0	15	15	1	2	0	1
912	192	7	Si	0	0	0	15	15	1	2	0	1
913	193	7	Si	0	0	0	15	15	1	2	0	1
914	194	7	Si	0	0	0	15	15	1	2	0	1
915	195	7	Si	0	0	0	15	15	1	2	0	1

