#Eu
89.861	121.7818
183.141 244.6976
258.118 344.2789
310.692 411.1171
334.038 443.966
585.131 778.9066
651.455 867.383
724.276 964.082
#       1085.841
#       1089.741 
#	1112.080
1055.205 1408.013
#Co
878.512 1173.238
996.666 1332.513
#PuBeNi
3.19587e+03 4440
6.13937e+03 9000
