#Eu
96.989 121.7818
197.732 244.6976
278.751 344.2789
335.391 411.1171
362.451 443.966
632.172 778.9066
704.791 867.383
782.768 964.082
#       1085.841
#       1089.741 
#	1112.080
1141.749 1408.013
#Co
948.129 1173.238
1075.876 1332.513
#PuBeNi
3.47541e+03 4440
6.70931e+03 9000
